user_id,exercise1,exercise2,exercise3,date,time,user_mbti
a513,등산,태권도,헬스,"화, 수, 목, 토, 일","이른 오전, 오전, 늦은 오후, 밤",ISFJ
a514,농구,피구,헬스,"월, 화, 목, 금, 일","오전, 오후, 늦은 오후, 밤",ESTP
a515,배드민턴,탁구,야구,"화, 수","이른 오전, 오후, 밤",ESFJ
a516,인라인스케이트,골프/스크린골프,태권도,"수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ESTJ
a517,발야구,서핑,무에타이,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 밤",ISFP
a518,클라이밍,무에타이,스쿼시,"월, 화, 수, 목, 금, 토, 일","오전, 저녁, 밤",ESTP
a519,야구,등산,골프/스크린골프,"월, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a520,풋살,배드민턴,주짓수,"월, 수, 토, 일","오후, 늦은 오후",INTJ
a521,탁구,요가,사이클,"월, 화, 수, 목, 금, 토, 일","이른 오전, 늦은 오후, 밤",ISFJ
a522,무에타이,아이스스케이트,스노보드,"화, 수, 목, 금, 토, 일",밤,ESFP
a523,풋살,보드,아이스스케이트,"수, 목, 금, 토","이른 오전, 오후, 늦은 오후, 저녁, 밤",INFJ
a524,스쿼시,헬스,러닝,"월, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a525,크로스핏,족구,보드,금,"오전, 저녁, 밤",ENFP
a526,배구,축구,인라인스케이트,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",INFP
a527,피구,탁구,테니스,"화, 수, 토","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFJ
a528,테니스,헬스,필라테스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전",ESFP
a529,수영,보드,필라테스,"월, 화, 수, 목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁",ESTP
a530,러닝,농구,스노보드,"월, 화, 목, 금, 토, 일","오후, 늦은 오후, 밤",ENFP
a531,스노보드,스쿼시,태권도,"화, 금, 토, 일","이른 오전, 오전, 저녁",ISTP
a532,서핑,유도,수영,"월, 수, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁",ESTJ
a533,탁구,등산,태권도,"화, 수, 목, 금, 토, 일",오전,INFP
a534,발야구,헬스,수영,"화, 수, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",INTP
a535,농구,아이스스케이트,헬스,"월, 수, 목","이른 오전, 저녁",ESTJ
a536,보드,유도,러닝,"월, 화, 수, 목, 금, 토, 일","오전, 저녁",ISTP
a537,테니스,수영,아이스스케이트,"화, 목, 금","이른 오전, 오전, 늦은 오후, 저녁, 밤",ESFJ
a538,유도,보드,농구,"월, 화, 수, 목, 금, 토, 일",오전,ISFJ
a539,스노보드,보드,배구,"월, 화, 수, 목, 금, 토","이른 오전, 오후",ISTP
a540,태권도,아이스스케이트,테니스,"월, 화","늦은 오후, 밤",ISFP
a541,헬스,클라이밍,서핑,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 저녁, 밤",ESTP
a542,축구,무에타이,야구,"수, 금, 일",이른 오전,ISFP
a543,마라톤,농구,러닝,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a544,풋살,테니스,헬스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a545,보드,야구,스쿼시,"월, 수, 목, 금, 토, 일",오전,ENTP
a546,클라이밍,볼링,탁구,화,늦은 오후,ESFP
a547,클라이밍,보드,탁구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전",ISFJ
a548,무에타이,태권도,골프/스크린골프,"목, 토","이른 오전, 오전, 오후, 저녁, 밤",ENFP
a549,헬스,사이클,족구,"월, 수, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFJ
a550,수영,배구,태권도,수,"늦은 오후, 저녁, 밤",ESFP
a551,헬스,인라인스케이트,사이클,"월, 화, 수, 목, 금","오전, 저녁, 밤",ENFP
a552,족구,아이스스케이트,무에타이,"화, 토","오후, 늦은 오후, 밤",ENTJ
a553,크로스핏,풋살,스쿼시,"월, 금, 토, 일",오후,ESTP
a554,스쿼시,탁구,축구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁",ESFJ
a555,유도,족구,무에타이,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후",ESTJ
a556,보드,필라테스,아이스스케이트,수,"오후, 밤",INTJ
a557,풋살,스키,러닝,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a558,축구,보드,족구,"월, 목, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a559,보드,테니스,풋살,"월, 화, 목, 금, 일",오후,ISTP
a560,테니스,태권도,볼링,"화, 금","오전, 저녁",ENFJ
a561,피구,헬스,크로스핏,화,"이른 오전, 저녁, 밤",ENFJ
a562,발야구,보드,골프/스크린골프,"월, 수, 금, 토, 일","이른 오전, 오후",INTJ
a563,서핑,스쿼시,스노보드,월,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a564,배구,사이클,복싱,"수, 토, 일","오전, 오후, 늦은 오후",ESFJ
a565,테니스,족구,헬스,"월, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ENTJ
a566,농구,발야구,크로스핏,토,"이른 오전, 오전, 늦은 오후, 저녁",ESTP
a567,볼링,족구,스노보드,"월, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a568,야구,스노보드,요가,"화, 금","이른 오전, 밤",ESTP
a569,클라이밍,야구,스키,"월, 수, 목, 토, 일","이른 오전, 오후",ISTP
a570,헬스,스쿼시,스키,"월, 화, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a571,헬스,테니스,무에타이,"화, 목, 금, 토","이른 오전, 오전, 오후, 저녁, 밤",ISFP
a572,스키,러닝,골프/스크린골프,일,저녁,ISFJ
a573,풋살,주짓수,배드민턴,"화, 수, 목, 토, 일","오후, 저녁",INTP
a574,골프/스크린골프,유도,피구,"수, 목","오후, 늦은 오후, 저녁",ENFJ
a575,스키,스노보드,태권도,"월, 화, 목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a576,필라테스,아이스스케이트,서핑,"월, 화, 수, 목, 금, 토, 일","오후, 늦은 오후",ESFP
a577,농구,태권도,스쿼시,"수, 금, 토, 일",오후,ENTJ
a578,축구,요가,러닝,"수, 일",저녁,ENFP
a579,스키,스쿼시,스노보드,수,"이른 오전, 오전, 오후, 늦은 오후, 저녁",ISFJ
a580,복싱,러닝,배드민턴,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTJ
a581,아이스스케이트,유도,스키,"화, 목, 금, 토, 일",오후,ENFP
a582,무에타이,스노보드,태권도,"화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a583,축구,골프/스크린골프,배드민턴,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a584,러닝,보드,골프/스크린골프,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 밤",ISTP
a585,사이클,러닝,골프/스크린골프,"월, 화, 수, 목, 토","이른 오전, 오전, 저녁, 밤",INFP
a586,농구,인라인스케이트,풋살,"화, 수, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTJ
a587,헬스,크로스핏,필라테스,"월, 화, 수, 금, 토, 일","이른 오전, 저녁, 밤",ISFJ
a588,태권도,인라인스케이트,보드,화,"이른 오전, 오전, 늦은 오후",INTJ
a589,크로스핏,스쿼시,족구,"화, 수","이른 오전, 오전, 오후, 늦은 오후, 저녁",ESFP
a590,수영,피구,유도,"월, 화, 수, 목, 금","오후, 늦은 오후",INTP
a591,배드민턴,농구,크로스핏,"월, 일","늦은 오후, 저녁",ISTJ
a592,마라톤,무에타이,수영,"화, 목, 토, 일","오전, 늦은 오후, 저녁",ISTJ
a593,배구,보드,사이클,토,"이른 오전, 오후, 밤",ISFP
a594,축구,러닝,헬스,"월, 화, 수, 목, 토","늦은 오후, 밤",ISFP
a595,배구,무에타이,스키,"월, 화, 목",저녁,ENTP
a596,족구,탁구,수영,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ESFJ
a597,스키,배구,발야구,"월, 화, 목, 금, 토, 일","오전, 오후, 늦은 오후",ENFP
a598,스키,탁구,마라톤,"화, 목","이른 오전, 오전, 늦은 오후, 저녁, 밤",ENFJ
a599,탁구,등산,크로스핏,"화, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a600,등산,스노보드,크로스핏,"월, 수, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a601,태권도,유도,크로스핏,"월, 수, 목, 일","오전, 오후, 저녁, 밤",ENFJ
a602,주짓수,무에타이,헬스,"월, 화, 목, 금, 토, 일","이른 오전, 오전, 밤",ESTP
a603,복싱,야구,농구,"월, 화, 토, 일","이른 오전, 오전, 밤",ESTJ
a604,농구,유도,발야구,토,"이른 오전, 밤",ISFJ
a605,러닝,스쿼시,요가,"월, 화, 수, 목, 금, 토, 일","늦은 오후, 저녁, 밤",ENFP
a606,탁구,복싱,야구,"화, 수, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a607,크로스핏,사이클,주짓수,화,"오전, 오후, 늦은 오후, 저녁",ISTJ
a608,수영,축구,서핑,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",INFP
a609,골프/스크린골프,보드,피구,"화, 수, 금, 토","이른 오전, 저녁",INFP
a610,서핑,족구,스키,"화, 수, 토","이른 오전, 오후, 늦은 오후, 저녁",ESTJ
a611,스키,축구,배구,"월, 화, 수, 목, 금, 토, 일",오후,ESTJ
a612,유도,인라인스케이트,농구,"월, 화, 수, 목, 금, 토, 일",이른 오전,ESFJ
a613,주짓수,필라테스,배드민턴,수,"이른 오전, 늦은 오후",ESTP
a614,복싱,축구,볼링,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 늦은 오후, 저녁",ENTP
a615,주짓수,스쿼시,배드민턴,"화, 수","이른 오전, 오후, 밤",ISTP
a616,복싱,보드,서핑,"목, 일","오전, 늦은 오후",ENTJ
a617,인라인스케이트,러닝,골프/스크린골프,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ENFP
a618,클라이밍,골프/스크린골프,스노보드,"화, 수, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a619,마라톤,축구,등산,"화, 수, 목","이른 오전, 오전, 늦은 오후",ESFP
a620,요가,등산,볼링,"월, 수, 목, 토, 일","이른 오전, 오전, 늦은 오후, 저녁",ESTP
a621,스키,인라인스케이트,사이클,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a622,스노보드,축구,주짓수,"월, 화, 수, 목, 금, 토, 일","오후, 늦은 오후",ENFJ
a623,스쿼시,골프/스크린골프,농구,월,"이른 오전, 오후, 저녁, 밤",ISFP
a624,피구,요가,발야구,월,"오전, 저녁",INFJ
a625,등산,요가,수영,수,"이른 오전, 오후, 저녁",ISTJ
a626,풋살,족구,스노보드,"수, 금, 토, 일","오전, 오후, 저녁",INTJ
a627,탁구,스키,유도,"월, 화, 수, 목, 금, 토, 일","오전, 늦은 오후, 저녁, 밤",ENTP
a628,풋살,헬스,러닝,"화, 수, 금","이른 오전, 오전, 오후, 늦은 오후, 밤",ISFJ
a629,태권도,골프/스크린골프,볼링,"월, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후",ISFJ
a630,야구,등산,스쿼시,"월, 화, 수, 목, 토, 일",이른 오전,ENTJ
a631,피구,스키,러닝,"월, 금, 일","이른 오전, 밤",ISFJ
a632,서핑,유도,탁구,"월, 화, 수, 목, 금, 토, 일",이른 오전,INTP
a633,태권도,피구,축구,"월, 화, 목, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ISFJ
a634,크로스핏,테니스,농구,"월, 화, 수, 목, 금, 토","늦은 오후, 저녁",INTP
a635,태권도,테니스,스키,월,"오후, 밤",ISFP
a636,야구,농구,무에타이,"월, 화, 목, 토","이른 오전, 오전, 오후, 늦은 오후",ESFP
a637,사이클,수영,발야구,"목, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a638,요가,태권도,풋살,"월, 화, 수, 목, 금, 일",늦은 오후,ESTP
a639,테니스,스노보드,배드민턴,"월, 화, 수, 금, 토, 일",오전,ENFJ
a640,수영,골프/스크린골프,러닝,"월, 화, 수, 목, 금, 토, 일","저녁, 밤",ESFJ
a641,서핑,탁구,필라테스,"화, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a642,헬스,인라인스케이트,스쿼시,"화, 목, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTJ
a643,사이클,발야구,스노보드,"월, 화, 수, 목, 금, 토",이른 오전,ISTJ
a644,요가,마라톤,러닝,"월, 수, 목, 금, 토, 일","오후, 저녁",INTP
a645,골프/스크린골프,무에타이,스키,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INFJ
a646,헬스,필라테스,사이클,수,"이른 오전, 오전, 오후, 늦은 오후, 저녁",ENFJ
a647,배구,복싱,무에타이,일,"이른 오전, 오전",ISFJ
a648,헬스,족구,필라테스,"월, 화, 수, 목, 금, 토, 일",밤,ISTJ
a649,탁구,테니스,볼링,"월, 화, 수, 금, 토, 일",오후,ISFP
a650,축구,서핑,등산,"수, 토, 일",밤,INFP
a651,태권도,클라이밍,스쿼시,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 저녁, 밤",INTP
a652,헬스,골프/스크린골프,수영,"월, 화, 토, 일",오후,ENTP
a653,등산,태권도,배드민턴,"화, 수, 목, 금, 일","늦은 오후, 저녁, 밤",ESTJ
a654,태권도,헬스,아이스스케이트,"월, 수","오후, 늦은 오후, 밤",ISTP
a655,족구,주짓수,배구,"화, 토","오후, 늦은 오후, 저녁, 밤",ESTJ
a656,스쿼시,야구,배구,"금, 일","이른 오전, 늦은 오후, 밤",ESFP
a657,피구,테니스,축구,"금, 토","오전, 늦은 오후",ISTJ
a658,농구,사이클,러닝,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 저녁",ENFP
a659,헬스,골프/스크린골프,풋살,"화, 목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a660,서핑,배드민턴,요가,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",INTP
a661,스키,골프/스크린골프,마라톤,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 밤",ENTJ
a662,헬스,스쿼시,클라이밍,"수, 목, 토, 일",오후,INTP
a663,탁구,축구,등산,"월, 화, 목, 금, 토, 일","오후, 늦은 오후, 저녁",ESTJ
a664,인라인스케이트,주짓수,족구,"월, 수, 목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a665,클라이밍,스키,주짓수,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a666,배구,스쿼시,풋살,"월, 화, 수, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a667,골프/스크린골프,스쿼시,러닝,"월, 수, 금","오전, 늦은 오후, 저녁",ENFP
a668,헬스,스쿼시,유도,금,"늦은 오후, 밤",ESFP
a669,복싱,마라톤,스쿼시,"목, 토","오전, 오후",INFJ
a670,필라테스,유도,피구,"화, 수, 금, 일","오전, 오후",ENFP
a671,스키,등산,농구,"화, 수, 토, 일","오후, 늦은 오후, 저녁, 밤",INTJ
a672,피구,볼링,복싱,"월, 수, 목, 일","이른 오전, 오전, 늦은 오후, 저녁",INTP
a673,아이스스케이트,농구,필라테스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ENTP
a674,배구,서핑,풋살,"월, 화, 수, 금, 토, 일","이른 오전, 오전",ESFP
a675,서핑,태권도,스키,"월, 금","오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a676,배구,피구,골프/스크린골프,"수, 목","이른 오전, 오전",ENFP
a677,피구,스쿼시,마라톤,"월, 목, 일","이른 오전, 저녁",ISFJ
a678,유도,마라톤,스노보드,"월, 수, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a679,인라인스케이트,스키,유도,"월, 화, 목, 일","오전, 오후, 늦은 오후, 저녁, 밤",ENTP
a680,복싱,마라톤,테니스,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁",INFJ
a681,크로스핏,피구,주짓수,수,밤,ENFJ
a682,인라인스케이트,태권도,농구,"토, 일","이른 오전, 오전, 늦은 오후, 밤",INTP
a683,등산,주짓수,스쿼시,"월, 수, 목, 금, 토, 일","이른 오전, 오후, 저녁, 밤",ISTP
a684,아이스스케이트,등산,볼링,"화, 수, 토, 일","오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a685,피구,유도,테니스,일,밤,ISTJ
a686,인라인스케이트,야구,크로스핏,"목, 금, 토",늦은 오후,ENFP
a687,스키,보드,헬스,"월, 금","이른 오전, 늦은 오후, 밤",INFJ
a688,스키,족구,스쿼시,"수, 목, 금","오전, 저녁, 밤",INFP
a689,야구,주짓수,풋살,"수, 토, 일","이른 오전, 오후, 늦은 오후, 저녁",ISFP
a690,농구,테니스,배드민턴,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a691,크로스핏,스키,발야구,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a692,풋살,마라톤,인라인스케이트,화,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTP
a693,클라이밍,서핑,볼링,화,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a694,피구,스노보드,스키,"목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁",ISTJ
a695,요가,사이클,농구,"월, 수, 목, 토",이른 오전,INTJ
a696,크로스핏,축구,인라인스케이트,"월, 수",늦은 오후,ENTP
a697,마라톤,아이스스케이트,배구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후",ENFJ
a698,농구,축구,스노보드,"월, 화, 수, 목, 금, 토, 일","이른 오전, 늦은 오후, 밤",ISFP
a699,배드민턴,서핑,스키,"월, 수, 금, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",ISFP
a700,태권도,러닝,복싱,"월, 화, 수, 일",이른 오전,ENFP
a701,요가,복싱,무에타이,"수, 목, 금, 토, 일","이른 오전, 밤",ISTP
a702,서핑,야구,복싱,"월, 화, 수, 목, 금, 일",이른 오전,ESTP
a703,스키,무에타이,유도,토,"이른 오전, 오전, 오후, 늦은 오후",INFP
a704,러닝,스노보드,스쿼시,"월, 토","오후, 늦은 오후",ISFJ
a705,무에타이,스쿼시,수영,일,"오후, 늦은 오후, 밤",ENFP
a706,등산,볼링,족구,"월, 목, 토","늦은 오후, 저녁, 밤",ESTJ
a707,수영,테니스,무에타이,"화, 수, 목","오전, 늦은 오후",ESTJ
a708,농구,족구,축구,"화, 일","늦은 오후, 밤",ENFJ
a709,아이스스케이트,필라테스,배구,"수, 목, 금","이른 오전, 늦은 오후, 저녁, 밤",ESTP
a710,보드,태권도,농구,"월, 화, 수, 금, 토, 일",늦은 오후,INTP
a711,사이클,발야구,수영,"월, 화, 수, 금, 일",밤,ISTJ
a712,클라이밍,무에타이,헬스,일,"이른 오전, 늦은 오후, 밤",ISFP
a713,보드,족구,배드민턴,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a714,복싱,태권도,풋살,"월, 목, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a715,풋살,유도,크로스핏,"화, 수, 목, 일","이른 오전, 오후, 밤",ISFJ
a716,스키,태권도,골프/스크린골프,"월, 수, 목, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a717,마라톤,크로스핏,발야구,"월, 화, 수, 목, 금, 토, 일","오후, 늦은 오후, 저녁, 밤",ENTJ
a718,클라이밍,사이클,볼링,"월, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ENFP
a719,스노보드,보드,사이클,"월, 화, 수, 목, 금, 토, 일",밤,ENTJ
a720,피구,수영,볼링,"화, 수, 토","이른 오전, 오후, 늦은 오후, 저녁",INTJ
a721,사이클,족구,풋살,"월, 화, 수, 목, 금, 토, 일","오전, 오후, 저녁",ESTP
a722,배드민턴,스키,등산,"월, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후",ESFJ
a723,볼링,헬스,태권도,월,"이른 오전, 오후, 늦은 오후, 밤",INTP
a724,주짓수,수영,탁구,"화, 수","오후, 저녁",ISFP
a725,발야구,클라이밍,인라인스케이트,"화, 수, 일","오전, 밤",ESFJ
a726,스키,피구,주짓수,일,"오전, 늦은 오후, 저녁",ESTP
a727,서핑,등산,마라톤,"월, 화, 목, 토","오후, 저녁, 밤",ISFJ
a728,주짓수,족구,요가,"월, 화, 수, 금, 토, 일","이른 오전, 늦은 오후, 밤",ISFJ
a729,서핑,볼링,배드민턴,"화, 수, 일",오전,ISTP
a730,풋살,크로스핏,러닝,"월, 금","이른 오전, 오전, 저녁",INFJ
a731,야구,필라테스,골프/스크린골프,"월, 화, 수, 토, 일","오후, 늦은 오후, 저녁",ISTP
a732,유도,복싱,스노보드,"월, 화, 수, 목, 일","이른 오전, 늦은 오후, 저녁, 밤",ENFJ
a733,주짓수,풋살,사이클,"월, 목, 일","이른 오전, 늦은 오후, 밤",ENFJ
a734,스키,인라인스케이트,스쿼시,"화, 목, 금, 토, 일","오후, 늦은 오후, 저녁, 밤",ENTP
a735,보드,아이스스케이트,태권도,"월, 화, 금, 일","이른 오전, 오전, 밤",ENTP
a736,서핑,테니스,축구,"월, 수, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFP
a737,보드,아이스스케이트,등산,"화, 수","오전, 저녁",ENFJ
a738,태권도,무에타이,스노보드,수,"오전, 늦은 오후, 저녁, 밤",ESTP
a739,무에타이,유도,축구,월,늦은 오후,INTJ
a740,인라인스케이트,족구,수영,토,"오후, 밤",ENFP
a741,배구,발야구,야구,"화, 수, 목, 토",늦은 오후,INTP
a742,필라테스,볼링,크로스핏,"월, 수, 목, 금, 토, 일","오후, 저녁",INFJ
a743,필라테스,요가,태권도,토,이른 오전,ENFJ
a744,배드민턴,복싱,풋살,"화, 수, 금, 일","이른 오전, 늦은 오후, 저녁",ENFP
a745,족구,아이스스케이트,발야구,"수, 목","이른 오전, 밤",INFJ
a746,인라인스케이트,야구,족구,금,"오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a747,아이스스케이트,필라테스,배구,금,"이른 오전, 오전, 오후, 늦은 오후, 저녁",INFJ
a748,스노보드,스키,등산,"월, 수, 목, 금, 토, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a749,스쿼시,인라인스케이트,무에타이,수,"이른 오전, 늦은 오후, 저녁, 밤",INFP
a750,인라인스케이트,농구,유도,"월, 수, 일","이른 오전, 오후, 늦은 오후, 저녁, 밤",ENFJ
a751,아이스스케이트,마라톤,러닝,"목, 금","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a752,사이클,수영,축구,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a753,요가,아이스스케이트,족구,"월, 화, 목, 금, 토, 일","이른 오전, 오후, 저녁",INFJ
a754,발야구,족구,인라인스케이트,목,"오후, 저녁",ESTJ
a755,마라톤,테니스,무에타이,"화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 밤",ESFP
a756,클라이밍,볼링,탁구,"화, 수, 목, 일","이른 오전, 오전, 늦은 오후, 저녁",ESFP
a757,스키,족구,아이스스케이트,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 늦은 오후, 저녁, 밤",INFP
a758,볼링,축구,골프/스크린골프,"목, 토, 일","오전, 오후, 늦은 오후, 저녁",ENFP
a759,필라테스,농구,발야구,"화, 수, 목","이른 오전, 늦은 오후, 저녁, 밤",ENTJ
a760,복싱,스키,등산,화,"늦은 오후, 밤",INTP
a761,축구,족구,피구,"수, 금, 토, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ISFJ
a762,등산,발야구,배드민턴,"월, 화, 수, 목, 금","오전, 밤",INFP
a763,헬스,볼링,수영,"월, 수, 목, 금, 토","이른 오전, 오후, 늦은 오후, 저녁, 밤",ISTJ
a764,야구,복싱,크로스핏,"월, 화, 수, 목, 금, 토, 일","이른 오전, 오전, 오후",INTJ
a765,축구,탁구,발야구,"월, 금, 토, 일",늦은 오후,ESTJ
a766,크로스핏,무에타이,피구,"월, 금, 일","이른 오전, 오전, 오후, 저녁, 밤",INTP
a767,필라테스,보드,스쿼시,"수, 목, 토",밤,ENFP
a768,스쿼시,스키,요가,토,"오전, 오후, 늦은 오후, 밤",INTJ
a769,주짓수,필라테스,무에타이,"월, 화, 수, 목, 토, 일","오전, 늦은 오후",ENFP
a770,등산,복싱,러닝,"월, 화, 수",오전,ESTP
a771,크로스핏,스키,필라테스,"월, 화, 수, 금, 일","이른 오전, 저녁, 밤",INFP
a772,농구,수영,헬스,"월, 화, 수, 목, 금, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁",ENFJ
a773,발야구,복싱,골프/스크린골프,"월, 화, 수, 금, 토, 일","오전, 오후, 늦은 오후, 저녁",ESFP
a774,볼링,골프/스크린골프,요가,목,"이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTJ
a775,테니스,배구,등산,"월, 화, 일",오후,INTP
a776,마라톤,배구,유도,"토, 일","이른 오전, 늦은 오후",ENTJ
a777,러닝,족구,서핑,"월, 화, 수, 목, 금, 토, 일","이른 오전, 늦은 오후",ISFJ
a778,발야구,피구,마라톤,"화, 수, 목, 금, 토, 일","오전, 오후",INFJ
a779,발야구,스노보드,배드민턴,"수, 목, 토, 일","이른 오전, 오전, 오후, 늦은 오후",ISFJ
a780,필라테스,축구,등산,"월, 화, 목, 금, 토","오전, 오후, 늦은 오후, 저녁",INTJ
a781,복싱,발야구,크로스핏,"목, 일","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESTP
a782,필라테스,등산,테니스,"월, 화, 수, 목","이른 오전, 오전, 오후, 늦은 오후, 저녁, 밤",ESFJ
a783,사이클,수영,축구,"화, 수, 목, 금, 토, 일","오후, 늦은 오후",ISTJ
a784,족구,스쿼시,필라테스,"화, 수, 금, 토","이른 오전, 오전, 오후, 늦은 오후, 밤",ISTP
a785,볼링,골프/스크린골프,탁구,"월, 화, 수, 목, 금, 토, 일","오전, 늦은 오후",ENFP
a786,아이스스케이트,헬스,배구,"월, 화, 수, 금, 토, 일","이른 오전, 오후, 밤",ENFP
a787,클라이밍,족구,크로스핏,"수, 목, 토",이른 오전,ESFJ
